run,latency_ms,predicted_id,predicted_label,confidence
46,6.522699957713485,1,Facturas,0.9925602674484253
47,6.2692000064998865,3,Clientes,0.9869895577430725
48,7.265700027346611,0,Contratos,0.9913791418075562
49,7.137000095099211,5,Varios,0.9929354786872864
50,6.138100055977702,1,Facturas,0.9925408363342285
51,7.777500199154019,0,Contratos,0.9923410415649414
52,6.065899971872568,2,Colaboraciones,0.9942354559898376
53,6.553199840709567,1,Facturas,0.9929070472717285
54,7.233700016513467,5,Varios,0.9678144454956055
55,6.393000017851591,0,Contratos,0.991731584072113
56,7.8789000399410725,3,Clientes,0.9903944134712219
57,6.400800077244639,4,Publicidad,0.9941613078117371
58,8.059999905526638,1,Facturas,0.990312933921814
59,6.667800014838576,5,Varios,0.9926415085792542
60,6.052699871361256,0,Contratos,0.9908648133277893
61,6.882800022140145,4,Publicidad,0.994360625743866
62,6.692700088024139,2,Colaboraciones,0.9939128756523132
63,5.934400018304586,3,Clientes,0.9871072173118591
64,6.14720000885427,1,Facturas,0.9850876927375793
65,8.650700096040964,2,Colaboraciones,0.9926868677139282
66,8.60349996946752,4,Publicidad,0.9941933751106262
67,7.342299912124872,3,Clientes,0.9903753399848938
68,6.409700028598309,5,Varios,0.9912962913513184
69,6.4651998691260815,0,Contratos,0.9916582703590393
70,6.180699914693832,3,Clientes,0.9876629710197449
71,6.849699886515737,5,Varios,0.9934304356575012
72,6.832099985331297,1,Facturas,0.9792872667312622
73,6.390700116753578,3,Clientes,0.9887905120849609
74,6.242099916562438,1,Facturas,0.9905890226364136
75,7.68980011343956,2,Colaboraciones,0.9937381744384766
76,6.570699857547879,2,Colaboraciones,0.990180253982544
77,7.164499955251813,3,Clientes,0.990492045879364
78,6.780700059607625,4,Publicidad,0.9937886595726013
79,6.2287000473588705,0,Contratos,0.9924650192260742
80,6.4449000637978315,4,Publicidad,0.9944497346878052
81,6.3304000068455935,5,Varios,0.9920146465301514
82,7.450899807736278,4,Publicidad,0.9919708967208862
83,6.958500016480684,5,Varios,0.9935146570205688
84,7.011400070041418,5,Varios,0.9926429390907288
85,6.429899949580431,3,Clientes,0.9901797771453857
86,6.330499891191721,3,Clientes,0.9880006909370422
87,6.79149990901351,5,Varios,0.8623660802841187
88,5.698600085452199,5,Varios,0.7836305499076843
89,7.409699959680438,2,Colaboraciones,0.9941979646682739
90,6.460899952799082,3,Clientes,0.9896463751792908
91,6.611100165173411,5,Varios,0.992514431476593
92,8.480299962684512,4,Publicidad,0.9941456317901611
93,6.275800056755543,2,Colaboraciones,0.9927829504013062
94,6.80049997754395,0,Contratos,0.9929592609405518
95,6.576200015842915,2,Colaboraciones,0.8457795977592468
96,8.205699967220426,0,Contratos,0.9909147024154663
97,6.3912998884916306,5,Varios,0.9926430583000183
98,7.214699871838093,0,Contratos,0.9930014610290527
99,6.473500048741698,1,Facturas,0.9928094148635864
100,5.734700011089444,5,Varios,0.9931859970092773
101,7.002199999988079,3,Clientes,0.99058997631073
102,6.510599981993437,2,Colaboraciones,0.9924107789993286
103,7.478400133550167,1,Facturas,0.9899740219116211
104,7.374600041657686,3,Clientes,0.9886738657951355
105,8.005399955436587,1,Facturas,0.9862105250358582
106,6.791200023144484,3,Clientes,0.5016385316848755
107,5.809199996292591,3,Clientes,0.7116564512252808
108,7.60370003990829,1,Facturas,0.9931610822677612
109,6.023100111633539,4,Publicidad,0.9936517477035522
110,6.213999819010496,1,Facturas,0.9926698207855225
111,6.342500215396285,0,Contratos,0.9357708096504211
112,6.432399852201343,4,Publicidad,0.9938323497772217
113,6.610700162127614,3,Clientes,0.9891517162322998
114,6.251099985092878,1,Facturas,0.9919373393058777
115,8.461499819532037,4,Publicidad,0.994548499584198
116,7.099900161847472,0,Contratos,0.9869814515113831
117,6.737899966537952,5,Varios,0.9903236627578735
118,6.5240999683737755,3,Clientes,0.969471275806427
119,6.226700032129884,4,Publicidad,0.9946065545082092
120,6.287800148129463,3,Clientes,0.9849904179573059
121,6.583100184798241,2,Colaboraciones,0.9883439540863037
122,6.4580999314785,4,Publicidad,0.9943353533744812
123,7.043100195005536,5,Varios,0.9927626252174377
124,6.88060000538826,5,Varios,0.9875534772872925
125,5.870599998161197,5,Varios,0.9915169477462769
126,6.981400074437261,2,Colaboraciones,0.9938578009605408
127,6.41850009560585,0,Contratos,0.9931890964508057
128,6.097299978137016,4,Publicidad,0.9944774508476257
129,6.441100034862757,3,Clientes,0.9863311052322388
130,6.903900066390634,1,Facturas,0.9925602674484253
131,6.315600126981735,3,Clientes,0.9869895577430725
132,6.03510020300746,0,Contratos,0.9913791418075562
133,6.437100004404783,5,Varios,0.9929354786872864
134,7.994199870154262,1,Facturas,0.9925408363342285
135,7.939900038763881,0,Contratos,0.9923410415649414
136,7.200899999588728,2,Colaboraciones,0.9942354559898376
137,7.02859996818006,1,Facturas,0.9929070472717285
138,6.8391000386327505,5,Varios,0.9678144454956055
139,6.195700028911233,0,Contratos,0.991731584072113
140,6.518700160086155,3,Clientes,0.9903944134712219
141,7.184300106018782,4,Publicidad,0.9941613078117371
142,6.201199954375625,1,Facturas,0.990312933921814
143,7.745500188320875,5,Varios,0.9926415085792542
144,8.887600153684616,0,Contratos,0.9908648133277893
145,8.321099914610386,4,Publicidad,0.994360625743866
146,6.51790015399456,2,Colaboraciones,0.9939128756523132
147,7.00199999846518,3,Clientes,0.9871072173118591
148,6.115299882367253,1,Facturas,0.9850876927375793
149,6.425200030207634,2,Colaboraciones,0.9926868677139282
150,8.681699866428971,4,Publicidad,0.9941933751106262
151,8.996799821034074,3,Clientes,0.9903753399848938
152,6.321999942883849,5,Varios,0.9912962913513184
153,6.744599901139736,0,Contratos,0.9916582703590393
154,7.485500071197748,3,Clientes,0.9876629710197449
155,6.4205999951809645,5,Varios,0.9934304356575012
156,7.621699944138527,1,Facturas,0.9792872667312622
157,7.425300078466535,3,Clientes,0.9887905120849609
158,9.239799808710814,1,Facturas,0.9905890226364136
159,7.42719997651875,2,Colaboraciones,0.9937381744384766
160,6.837500026449561,2,Colaboraciones,0.990180253982544
161,7.088999962434173,3,Clientes,0.990492045879364
162,7.0229999255388975,4,Publicidad,0.9937886595726013
163,6.364299915730953,0,Contratos,0.9924650192260742
164,7.615200011059642,4,Publicidad,0.9944497346878052
165,6.6760999616235495,5,Varios,0.9920146465301514
166,6.639099912717938,4,Publicidad,0.9919708967208862
167,6.652499781921506,5,Varios,0.9935146570205688
168,6.471900036558509,5,Varios,0.9926429390907288
169,7.064700126647949,3,Clientes,0.9901797771453857
170,6.41349982470274,3,Clientes,0.9880006909370422
171,7.228299975395203,5,Varios,0.8623660802841187
172,6.485299905762076,5,Varios,0.7836305499076843
173,8.430399931967258,2,Colaboraciones,0.9941979646682739
174,9.317600168287754,3,Clientes,0.9896463751792908
175,7.452799938619137,5,Varios,0.992514431476593
176,6.994400173425674,4,Publicidad,0.9941456317901611
177,7.639199960976839,2,Colaboraciones,0.9927829504013062
178,7.159400032833219,0,Contratos,0.9929592609405518
179,6.825400050729513,2,Colaboraciones,0.8457795977592468
180,6.837600143626332,0,Contratos,0.9909147024154663
181,6.690100068226457,5,Varios,0.9926430583000183
182,6.794599816203117,0,Contratos,0.9930014610290527
183,6.515099899843335,1,Facturas,0.9928094148635864
184,6.9766000378876925,5,Varios,0.9931859970092773
185,6.437300005927682,3,Clientes,0.99058997631073
186,6.900600157678127,2,Colaboraciones,0.9924107789993286
187,7.179300067946315,1,Facturas,0.9899740219116211
188,6.744400132447481,3,Clientes,0.9886738657951355
189,7.390700047835708,1,Facturas,0.9862105250358582
190,6.797899957746267,3,Clientes,0.5016385316848755
191,7.6593998819589615,3,Clientes,0.7116564512252808
192,7.025999948382378,1,Facturas,0.9931610822677612
193,6.437400123104453,4,Publicidad,0.9936517477035522
194,6.5709000919014215,1,Facturas,0.9926698207855225
195,6.7044999450445175,0,Contratos,0.9357708096504211
196,6.528800120577216,4,Publicidad,0.9938323497772217
197,6.511500105261803,3,Clientes,0.9891517162322998
198,7.375400047749281,1,Facturas,0.9919373393058777
199,6.835800129920244,4,Publicidad,0.994548499584198
200,6.475100060924888,0,Contratos,0.9869814515113831
201,6.651600124314427,5,Varios,0.9903236627578735
202,6.3773998990654945,3,Clientes,0.969471275806427
203,6.464499980211258,4,Publicidad,0.9946065545082092
204,6.494499975815415,3,Clientes,0.9849904179573059
205,8.488799910992384,2,Colaboraciones,0.9883439540863037
206,6.899100029841065,4,Publicidad,0.9943353533744812
207,6.7576998844742775,5,Varios,0.9927626252174377
208,6.431299960240722,5,Varios,0.9875534772872925
209,6.509099854156375,5,Varios,0.9915169477462769
210,6.448700092732906,2,Colaboraciones,0.9938578009605408
211,7.454500067979097,0,Contratos,0.9931890964508057
212,6.3940000254660845,4,Publicidad,0.9944774508476257
213,7.430699886754155,3,Clientes,0.9863311052322388
214,7.234799908474088,1,Facturas,0.9925602674484253
215,7.287399843335152,3,Clientes,0.9869895577430725
216,6.540500093251467,0,Contratos,0.9913791418075562
217,6.946600042283535,5,Varios,0.9929354786872864
218,7.240000180900097,1,Facturas,0.9925408363342285
219,8.365999907255173,0,Contratos,0.9923410415649414
220,7.086799945682287,2,Colaboraciones,0.9942354559898376
221,7.312899921089411,1,Facturas,0.9929070472717285
222,7.012099958956242,5,Varios,0.9678144454956055
223,7.194899953901768,0,Contratos,0.991731584072113
224,6.700899917632341,3,Clientes,0.9903944134712219
225,7.292599882930517,4,Publicidad,0.9941613078117371
226,7.562000071629882,1,Facturas,0.990312933921814
227,7.406099932268262,5,Varios,0.9926415085792542
228,6.946700159460306,0,Contratos,0.9908648133277893
229,6.9174999371171,4,Publicidad,0.994360625743866
230,6.727400003001094,2,Colaboraciones,0.9939128756523132
231,6.953399861231446,3,Clientes,0.9871072173118591
232,6.881299894303083,1,Facturas,0.9850876927375793
233,7.7182999812066555,2,Colaboraciones,0.9926868677139282
234,7.212899858132005,4,Publicidad,0.9941933751106262
235,7.076800102367997,3,Clientes,0.9903753399848938
236,6.863699993118644,5,Varios,0.9912962913513184
237,6.961299804970622,0,Contratos,0.9916582703590393
238,6.629799958318472,3,Clientes,0.9876629710197449
239,8.446600055322051,5,Varios,0.9934304356575012
240,7.1119999047368765,1,Facturas,0.9792872667312622
241,7.012099958956242,3,Clientes,0.9887905120849609
242,6.467100000008941,1,Facturas,0.9905890226364136
243,6.6130999475717545,2,Colaboraciones,0.9937381744384766
244,6.655900040641427,2,Colaboraciones,0.990180253982544
245,6.322799948975444,3,Clientes,0.990492045879364
246,6.470800144597888,4,Publicidad,0.9937886595726013
247,6.77819992415607,0,Contratos,0.9924650192260742
248,6.731800036504865,4,Publicidad,0.9944497346878052
249,6.980399833992124,5,Varios,0.9920146465301514
250,6.715100025758147,4,Publicidad,0.9919708967208862
251,6.836399901658297,5,Varios,0.9935146570205688
252,6.799999857321382,5,Varios,0.9926429390907288
253,6.981799844652414,3,Clientes,0.9901797771453857
254,6.759000010788441,3,Clientes,0.9880006909370422
255,6.525499979034066,5,Varios,0.8623660802841187
256,6.6917999647557735,5,Varios,0.7836305499076843
257,6.633399985730648,2,Colaboraciones,0.9941979646682739
258,6.837000139057636,3,Clientes,0.9896463751792908
259,6.637300131842494,5,Varios,0.992514431476593
260,6.798699963837862,4,Publicidad,0.9941456317901611
261,7.294100010767579,2,Colaboraciones,0.9927829504013062
262,6.545200012624264,0,Contratos,0.9929592609405518
263,6.892000092193484,2,Colaboraciones,0.8457795977592468
264,6.637099897488952,0,Contratos,0.9909147024154663
265,6.730000022798777,5,Varios,0.9926430583000183
266,6.435899995267391,0,Contratos,0.9930014610290527
267,6.784300087019801,1,Facturas,0.9928094148635864
268,7.049799896776676,5,Varios,0.9931859970092773
269,6.681300001218915,3,Clientes,0.99058997631073
270,6.847799988463521,2,Colaboraciones,0.9924107789993286
271,9.378000162541866,1,Facturas,0.9899740219116211
272,6.697400007396936,3,Clientes,0.9886738657951355
273,7.219800027087331,1,Facturas,0.9862105250358582
274,6.520400056615472,3,Clientes,0.5016385316848755
275,6.82709994725883,3,Clientes,0.7116564512252808
276,7.880599936470389,1,Facturas,0.9931610822677612
277,6.548000033944845,4,Publicidad,0.9936517477035522
278,6.503199925646186,1,Facturas,0.9926698207855225
279,6.56810007058084,0,Contratos,0.9357708096504211
280,6.798899965360761,4,Publicidad,0.9938323497772217
281,6.804300006479025,3,Clientes,0.9891517162322998
282,6.978999823331833,1,Facturas,0.9919373393058777
283,7.483100052922964,4,Publicidad,0.994548499584198
284,7.62429996393621,0,Contratos,0.9869814515113831
285,6.705000065267086,5,Varios,0.9903236627578735
286,7.210700074210763,3,Clientes,0.969471275806427
287,6.834500003606081,4,Publicidad,0.9946065545082092
288,7.584200007840991,3,Clientes,0.9849904179573059
289,7.689299993216991,2,Colaboraciones,0.9883439540863037
290,6.566899828612804,4,Publicidad,0.9943353533744812
291,6.665899883955717,5,Varios,0.9927626252174377
292,6.791699910536408,5,Varios,0.9875534772872925
293,7.49099999666214,5,Varios,0.9915169477462769
294,7.474800106137991,2,Colaboraciones,0.9938578009605408
295,7.95780005864799,0,Contratos,0.9931890964508057
296,6.642400054261088,4,Publicidad,0.9944774508476257
297,8.938599843531847,3,Clientes,0.9863311052322388
298,7.200600113719702,1,Facturas,0.9925602674484253
299,8.19319998845458,3,Clientes,0.9869895577430725
300,6.995500065386295,0,Contratos,0.9913791418075562
